fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color,acidity levels
5.8,0.23,0.31,3.5,0.044,35.0,158.0,0.98998,3.19,0.37,12.1,7,white,Moderately High
6.3,0.17,0.32,1.0,0.04,39.0,118.0,0.98886,3.31,0.4,13.1,8,white,Medium
6.0,0.19,0.26,1.4,0.039,30.0,104.0,0.98998,3.32,0.41,12.4,6,white,Medium
6.7,0.21,0.34,1.5,0.035,45.0,123.0,0.98949,3.24,0.36,12.6,7,white,Medium
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,white,High
6.6,0.22,0.37,1.6,0.04,31.0,101.0,0.99009,3.15,0.66,12.0,5,white,Moderately High
6.8,0.34,0.27,5.2,0.06,14.0,169.0,0.99252,3.27,0.57,11.6,6,white,Medium
7.1,0.34,0.86,1.4,0.174,36.0,99.0,0.99288,2.92,0.5,9.3,5,white,High
6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3,6,white,High
6.9,0.35,0.39,2.4,0.048,25.0,157.0,0.99133,3.2,0.54,11.1,7,white,Moderately High
6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69,10.2,6,white,High
6.4,0.25,0.33,1.7,0.037,35.0,113.0,0.99164,3.23,0.66,10.6,6,white,Medium
5.8,0.19,0.33,4.2,0.038,49.0,133.0,0.99107,3.16,0.42,11.3,7,white,Moderately High
6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,5,white,Moderately High
6.5,0.31,0.61,13.0,0.053,31.0,123.0,0.99708,3.09,0.5,9.3,6,white,High
6.6,0.25,0.32,5.6,0.039,15.0,68.0,0.99163,2.96,0.52,11.1,6,white,High
7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9,6,white,Moderately High
6.2,0.3,0.3,2.5,0.041,29.0,82.0,0.99065,3.31,0.61,11.8,7,white,Medium
6.4,0.33,0.28,4.0,0.04,24.0,81.0,0.9903,3.26,0.64,12.6,7,white,Medium
6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,5,white,Moderately High
7.6,0.27,0.32,1.2,0.043,23.0,72.0,0.99236,3.06,0.68,10.5,5,white,High
5.9,0.24,0.34,2.0,0.037,40.0,108.0,0.98948,3.19,0.5,12.3,6,white,Moderately High
5.3,0.33,0.3,1.2,0.048,25.0,119.0,0.99045,3.32,0.62,11.3,6,white,Medium
6.4,0.21,0.21,5.1,0.097,21.0,105.0,0.9939,3.07,0.46,9.6,5,white,High
7.0,0.22,0.3,1.4,0.04,14.0,63.0,0.98985,3.2,0.33,12.0,6,white,Moderately High
7.8,0.27,0.35,1.2,0.05,36.0,140.0,0.99138,3.09,0.45,11.2,5,white,High
6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2,6,white,Moderately High
8.1,0.27,0.33,1.3,0.045,26.0,100.0,0.99066,2.98,0.44,12.4,6,white,High
6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2,6,white,Moderately High
7.1,0.45,0.24,2.7,0.04,24.0,87.0,0.98862,2.94,0.38,13.4,8,white,High
5.8,0.22,0.29,1.3,0.036,25.0,68.0,0.98865,3.24,0.35,12.6,6,white,Medium
6.3,0.3,0.48,7.4,0.053,34.0,149.0,0.99472,3.18,0.53,9.8,5,white,Moderately High
7.9,0.36,0.53,12.9,0.049,63.0,139.0,0.99792,2.94,0.45,9.1,5,white,High
8.1,0.27,0.33,1.3,0.045,26.0,100.0,0.99066,2.98,0.44,12.4,6,white,High
8.0,0.24,0.33,1.2,0.044,28.0,101.0,0.99035,3.03,0.43,12.5,6,white,High
6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.99086,3.05,0.34,11.7,6,white,High
6.7,0.24,0.31,2.3,0.044,37.0,113.0,0.99013,3.29,0.46,12.9,6,white,Medium
6.2,0.3,0.32,1.3,0.054,27.0,183.0,0.99266,3.3,0.43,10.1,5,white,Medium
6.9,0.26,0.38,10.5,0.044,33.0,139.0,0.99517,3.06,0.5,10.3,6,white,High
6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.99086,3.05,0.34,11.7,6,white,High
5.9,0.32,0.2,14.4,0.05,29.0,144.0,0.99666,3.24,0.41,10.3,6,white,Medium
6.1,0.25,0.3,1.2,0.036,42.0,107.0,0.991,3.34,0.56,10.8,7,white,Low
5.6,0.23,0.29,3.1,0.023,19.0,89.0,0.99068,3.25,0.51,11.2,6,white,Medium
6.6,0.23,0.32,1.7,0.024,26.0,102.0,0.99084,3.29,0.6,11.8,6,white,Medium
6.0,0.17,0.21,6.0,0.05,26.0,134.0,0.9939,3.08,0.54,9.8,6,white,High
7.1,0.38,0.42,11.8,0.041,32.0,193.0,0.99624,3.04,0.49,10.0,6,white,High
6.6,0.31,0.37,6.2,0.052,13.0,164.0,0.99602,3.24,0.39,8.8,4,white,Medium
6.5,0.38,0.53,1.4,0.142,5.0,69.0,0.9926,3.14,0.52,10.1,4,white,Moderately High
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,5,white,High
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,5,white,High
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,5,white,High
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4,white,High
8.0,0.33,0.32,4.6,0.041,31.0,180.0,0.99184,2.92,0.74,12.2,6,white,High
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,5,white,High
6.0,0.19,0.29,1.2,0.046,29.0,92.0,0.99033,3.22,0.53,11.3,6,white,Medium
6.3,0.28,0.34,8.1,0.038,44.0,129.0,0.99248,3.26,0.29,12.1,6,white,Medium
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4,white,High
5.3,0.43,0.11,1.1,0.029,6.0,51.0,0.99076,3.51,0.48,11.2,4,white,Low
5.4,0.22,0.35,6.5,0.029,26.0,87.0,0.99092,3.29,0.44,12.5,7,white,Medium
6.2,0.345,0.27,10.1,0.056,38.0,187.0,0.99486,3.31,0.56,10.6,5,white,Medium
5.6,0.255,0.57,10.7,0.056,66.0,171.0,0.99464,3.25,0.61,10.4,7,white,Medium
5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.99235,3.44,0.53,10.1,7,white,Low
6.2,0.29,0.23,12.4,0.048,33.0,201.0,0.99612,3.11,0.56,9.9,6,white,High
6.3,0.26,0.25,5.2,0.046,11.0,133.0,0.99202,2.97,0.68,11.0,6,white,High
6.0,0.22,0.23,5.0,0.045,10.0,122.0,0.99261,2.94,0.63,10.0,6,white,High
7.5,0.35,0.37,2.5,0.066,29.0,89.0,0.98964,3.14,0.42,12.7,6,white,Moderately High
6.6,0.39,0.28,9.2,0.036,10.0,92.0,0.99206,3.07,0.35,12.1,6,white,High
6.3,0.23,0.33,6.9,0.052,23.0,118.0,0.9938,3.23,0.46,10.4,6,white,Medium
6.3,0.22,0.3,2.0,0.05,23.0,120.0,0.99204,3.24,0.47,10.4,6,white,Medium
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,5,white,Moderately High
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,5,white,Moderately High
7.5,0.23,0.3,1.2,0.03,27.0,80.0,0.99192,3.05,0.68,10.5,5,white,High
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,5,white,Moderately High
5.7,0.28,0.36,1.8,0.041,38.0,90.0,0.99002,3.27,0.98,11.9,7,white,Medium
6.5,0.26,0.24,10.8,0.042,47.0,130.0,0.996,3.08,0.4,10.1,6,white,High
6.4,0.27,0.29,3.9,0.034,62.0,140.0,0.99237,3.1,0.59,11.1,6,white,High
5.9,0.22,0.29,4.2,0.037,69.0,144.0,0.99214,3.13,0.74,10.8,7,white,Moderately High
6.8,0.26,0.26,2.0,0.019,23.5,72.0,0.99041,3.16,0.47,11.8,6,white,Moderately High
7.6,0.36,0.48,13.5,0.038,44.0,116.0,0.9982,3.04,0.48,9.2,5,white,High
7.6,0.35,0.47,13.3,0.037,42.0,116.0,0.99822,3.04,0.5,9.2,5,white,High
5.7,0.18,0.26,2.2,0.023,21.0,95.0,0.9893,3.07,0.54,12.3,6,white,High
6.6,0.36,0.47,1.4,0.145,26.0,124.0,0.99274,3.09,0.56,10.1,6,white,High
5.9,0.14,0.2,1.6,0.04,26.0,114.0,0.99105,3.25,0.45,11.4,6,white,Medium
5.5,0.23,0.19,2.2,0.044,39.0,161.0,0.99209,3.19,0.43,10.4,6,white,Moderately High
6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8,6,white,Moderately High
7.0,0.24,0.24,1.8,0.047,29.0,91.0,0.99251,3.3,0.43,9.9,6,white,Medium
6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8,6,white,Moderately High
5.3,0.47,0.1,1.3,0.036,11.0,74.0,0.99082,3.48,0.54,11.2,4,white,Low
7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9,5,white,Moderately High
6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2,5,white,Moderately High
6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2,5,white,Moderately High
5.8,0.32,0.23,1.5,0.033,39.0,121.0,0.9887,2.96,0.35,12.0,5,white,High
5.8,0.3,0.23,1.5,0.034,37.0,121.0,0.98871,2.96,0.34,12.1,6,white,High
3.8,0.31,0.02,11.1,0.036,20.0,114.0,0.99248,3.75,0.44,12.4,6,white,Low
6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,6,white,Medium
6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,7,white,Medium
6.9,0.52,0.54,7.9,0.036,23.0,169.0,0.99267,3.26,0.47,12.2,6,white,Medium
7.0,0.55,0.05,8.0,0.036,19.0,164.0,0.99269,3.26,0.46,12.2,6,white,Medium
5.8,0.2,0.16,1.4,0.042,44.0,99.0,0.98912,3.23,0.37,12.2,6,white,Medium
6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,6,white,Medium
6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,7,white,Medium
6.0,0.29,0.27,2.3,0.044,20.0,117.0,0.9895,3.31,0.41,12.7,7,white,Medium
5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.98999,3.17,0.36,12.1,6,white,Moderately High
7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4,5,white,High
6.6,0.21,0.3,9.9,0.041,64.0,174.0,0.995,3.07,0.5,10.1,6,white,High
6.9,0.42,0.2,15.4,0.043,57.0,201.0,0.99848,3.08,0.54,9.4,5,white,High
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,white,Medium
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,white,Medium
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,white,Medium
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,white,Medium
5.2,0.31,0.2,2.4,0.027,27.0,117.0,0.98886,3.56,0.45,13.0,7,white,Low
7.2,0.22,0.35,5.5,0.054,37.0,183.0,0.99474,3.08,0.5,10.3,5,white,High
5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1,4,white,High
6.2,0.24,0.27,16.8,0.04,48.0,129.0,0.99691,3.23,0.38,10.5,6,white,Medium
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,white,Medium
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,white,Medium
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,white,Medium
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,white,Moderately High
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,white,Moderately High
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,white,Moderately High
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,white,Moderately High
7.6,0.28,0.17,1.6,0.046,28.0,117.0,0.99288,3.08,0.43,10.0,5,white,High
7.0,0.2,0.33,4.7,0.03,25.0,76.0,0.99202,2.88,0.54,10.5,6,white,High
6.6,0.26,0.27,11.8,0.048,28.0,112.0,0.99606,2.87,0.49,9.7,6,white,High
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,white,Medium
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,white,Medium
6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2,6,white,Moderately High
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,white,Medium
7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.99468,3.1,0.55,10.8,5,white,High
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,white,Medium
6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2,6,white,Moderately High
7.0,0.2,0.35,8.8,0.037,31.0,103.0,0.99388,3.13,0.49,11.0,6,white,Moderately High
5.6,0.26,0.0,10.2,0.038,13.0,111.0,0.99315,3.44,0.46,12.4,6,white,Low
6.3,0.28,0.3,6.6,0.208,60.0,154.0,0.99478,3.1,0.4,9.4,6,white,High
6.4,0.29,0.3,6.5,0.209,62.0,156.0,0.99478,3.1,0.4,9.4,5,white,High
7.2,0.34,0.23,8.9,0.105,22.0,155.0,0.99692,3.01,0.58,9.5,5,white,High
7.1,0.39,0.39,11.1,0.034,25.0,204.0,0.99616,3.05,0.52,10.0,6,white,High
6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,6,white,Moderately High
6.1,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,3.39,0.59,10.9,6,white,Low
5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.99462,3.38,0.58,10.5,6,white,Low
6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.99476,3.22,0.37,10.8,6,white,Medium
6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,3.38,0.57,11.0,7,white,Low
6.2,0.26,0.29,2.0,0.036,16.0,87.0,0.99081,3.33,0.61,11.8,6,white,Low
6.6,0.34,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.71,12.6,6,white,Low
5.6,0.225,0.24,9.8,0.054,59.0,140.0,0.99545,3.17,0.39,10.2,6,white,Moderately High
7.1,0.23,0.28,1.9,0.046,33.0,103.0,0.98997,3.12,0.31,12.0,5,white,Moderately High
6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,6,white,Moderately High
6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,3.32,0.65,11.5,6,white,Medium
6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94,7,white,Moderately High
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333,7,white,Moderately High
7.2,0.585,0.2,10.4,0.086,17.0,94.0,0.99681,3.13,0.4,9.4,5,white,Moderately High
6.7,0.34,0.26,1.9,0.038,58.0,138.0,0.9893,3.0,0.47,12.2,7,white,High
6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94,7,white,Moderately High
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333,7,white,Moderately High
6.4,0.26,0.35,7.7,0.056,45.0,191.0,0.99527,3.16,0.5,9.5,5,white,Moderately High
6.3,0.28,0.22,11.5,0.036,27.0,150.0,0.99445,3.0,0.33,10.6,6,white,High
7.4,0.16,0.33,1.2,0.042,47.0,121.0,0.99198,3.04,0.68,10.5,7,white,High
8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,2.89,0.3,11.4666666666667,6,white,High
5.9,0.2,0.28,1.0,0.043,45.0,100.0,0.99033,3.4,0.41,11.4,6,white,Low
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,white,Moderately High
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5,white,High
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,white,Moderately High
6.4,0.42,0.19,9.3,0.043,28.0,145.0,0.99433,3.23,0.53,10.98,5,white,Medium
6.4,0.23,0.26,8.1,0.054,47.0,181.0,0.9954,3.12,0.49,9.4,5,white,Moderately High
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,white,Moderately High
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5,white,High
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,High
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,High
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,High
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,High
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,High
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,High
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,High
6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.99232,3.23,0.64,10.4,8,white,Medium
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,High
7.4,0.27,0.52,15.7,0.054,36.0,139.0,0.99788,3.04,0.62,10.0333333333333,6,white,High
5.7,0.28,0.35,1.2,0.052,39.0,141.0,0.99108,3.44,0.69,11.3,6,white,Low
5.8,0.22,0.25,1.5,0.024,21.0,109.0,0.99234,3.37,0.58,10.4,6,white,Low
6.7,0.27,0.69,1.2,0.176,36.0,106.0,0.99288,2.96,0.43,9.2,6,white,High
7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,3.11,0.54,11.1,6,white,High
6.7,0.27,0.69,1.2,0.176,36.0,106.0,0.99288,2.96,0.43,9.2,6,white,High
7.1,0.23,0.3,2.6,0.034,62.0,148.0,0.99121,3.03,0.56,11.3,7,white,High
7.6,0.31,0.52,13.2,0.042,61.0,148.0,0.99839,2.98,0.47,9.1,6,white,High
7.2,0.34,0.28,10.4,0.108,43.0,187.0,0.99738,2.96,0.57,9.4,5,white,High
7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.98963,2.82,0.59,13.2,6,white,High
6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7,6,white,Medium
7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,5,white,Moderately High
7.4,0.16,0.3,1.4,0.064,34.0,166.0,0.99136,3.11,0.42,11.4333333333333,6,white,High
6.4,0.31,0.27,7.4,0.049,48.0,169.0,0.99323,3.27,0.45,11.1,6,white,Medium
6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7,6,white,Medium
6.2,0.29,0.29,5.6,0.046,35.0,178.0,0.99313,3.25,0.51,10.5333333333333,5,white,Medium
5.9,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6,6,white,Medium
6.5,0.23,0.2,7.5,0.05,44.0,179.0,0.99504,3.18,0.48,9.53333333333333,5,white,Moderately High
7.2,0.34,0.2,5.8,0.062,52.0,203.0,0.99461,3.17,0.44,9.8,6,white,Moderately High
7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,5,white,Moderately High
6.5,0.2,0.33,1.5,0.039,36.0,110.0,0.99008,3.22,0.65,12.0,6,white,Medium
6.2,0.24,0.27,2.9,0.039,30.0,123.0,0.98959,3.12,0.37,12.8,6,white,Moderately High
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,white,Moderately High
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.9333333333333,6,white,High
6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,2.86,0.41,9.1,5,white,High
5.9,0.29,0.28,3.2,0.035,16.0,117.0,0.98959,3.26,0.42,12.6,6,white,Medium
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,white,Moderately High
6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.99418,2.98,0.3,10.9,6,white,High
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.9333333333333,6,white,High
6.5,0.22,0.19,4.5,0.096,16.0,115.0,0.9937,3.02,0.44,9.6,5,white,High
7.0,0.23,0.28,2.7,0.053,16.0,92.0,0.99372,3.18,0.56,9.3,5,white,Moderately High
7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.99157,3.05,0.37,11.3666666666667,6,white,High
6.1,0.26,0.28,1.7,0.043,24.0,98.0,0.98918,3.14,0.44,12.5,6,white,Moderately High
6.4,0.35,0.21,2.1,0.051,46.0,171.0,0.9932,3.16,0.5,9.5,5,white,Moderately High
6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,6,white,Medium
6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5,white,High
6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,6,white,Moderately High
6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.99494,2.94,0.51,8.8,5,white,High
6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5,white,High
5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,11.0666666666667,6,white,Medium
6.4,0.3,0.27,5.0,0.058,27.0,151.0,0.99198,3.22,0.49,12.2,6,white,Medium
7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0,6,white,Moderately High
6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,6,white,Moderately High
6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5,white,Medium
6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5,white,Medium
6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0,6,white,Medium
7.1,0.21,0.33,1.2,0.039,34.0,97.0,0.99112,3.11,0.75,11.2,6,white,High
6.7,0.26,0.29,7.1,0.036,28.0,100.0,0.99534,3.08,0.36,9.3,6,white,High
6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.99338,3.05,0.31,10.8,4,white,High
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,5,white,Moderately High
7.3,0.22,0.37,15.5,0.048,70.0,203.0,0.99899,3.25,0.77,9.4,5,white,Medium
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,5,white,Moderately High
6.4,0.18,0.28,17.05,0.047,53.0,139.0,0.99724,3.25,0.35,10.5,6,white,Medium
6.3,0.2,0.26,12.7,0.046,60.0,143.0,0.99526,3.26,0.35,10.8,6,white,Medium
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,5,white,High
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,white,High
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,white,High
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,white,High
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,5,white,High
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,white,High
7.1,0.38,0.29,13.6,0.041,30.0,137.0,0.99461,3.02,0.96,12.1,6,white,High
6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.99116,3.17,0.41,12.3,6,white,Moderately High
5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.99362,3.19,0.42,9.73333333333333,5,white,Moderately High
5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,white,Moderately High
5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,white,Moderately High
6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,7,white,Moderately High
6.3,0.19,0.32,2.8,0.046,18.0,80.0,0.99043,2.92,0.47,11.05,6,white,High
